Id,Name,Shape Library,Page ID,Contained By,Group,Line Source,Line Destination,Source Arrow,Destination Arrow,Status,Text Area 1,Text Area 2
21,Process,Flowchart Shapes,2,,,,,,,,"Type of Discipline You said that the school is accusing the student of “assaulting school staff.”  This means that the discipline is covered by a Massachusetts law called 71 MGL §37H.  You can read the full law here.  https://malegislature.gov/laws/generallaws/parti/titlexii/chapter71/section37h  A student can be suspended or expelled for assaulting educational staff. But, the law says that only certain things count as “assault” and only certain school staff count as “educational staff.”Sometimes, schools say that the student “assaulted educational staff” even when what the student did does not count as “assault,” or the staff member does not count as “educational staff.”
                                                                                      To start, we are going to ask some questions about what the school says the student did. This will help us to find out if the school can punish the student for “assaulting educational staff.” These questions will only be about what the school says happened, later we will have questions about the student’s side of the story..  ",
22,Process,Flowchart Shapes,2,,,,,,,,"Go to appropriate questions (37H1/2, 37H3/4)",
23,Process,Flowchart Shapes,2,,,,,,,,"We'll look at what an ""assault"" is first, and then we'll look at who is an ""educational staff.""
                                                                               What action counts as an ""assault"" is not always clear. But some action definitely count as an assault. For example, kicking, hitting, punching or throwing something at another person and hitting that person definitely are assaults.
                                                                                   Did the school say that the student did something that definitely counts as an assault?",
24,Process,Flowchart Shapes,2,,,,,,,,It might be helpful to talk to someone about your student’s situation.                                                 									                     We recommend that you call the EdLaw Project help-line at 617-910-5829 for help.,
25,Process,Flowchart Shapes,2,,,,,,,,"""Educational staff"" are people whose job is to educate students. Some examples are teachers, teacher's aids, principals, and guidance counselors.                                       								Is the school saying that the student assaulted someone whose job is to educate students?   (y/no or not sure/the student is being accused of assaulting a school resource or police officer)",
26,Process,Flowchart Shapes,2,,,,,,,,It might be helpful to talk to someone about your student’s situation..                                                    									                     We recommend that you call the EdLaw Project help-line at 617-910-5829 for help.,
27,Process,Flowchart Shapes,2,,,,,,,,"School Police Officers are police who work in a school building. Their job is to keep the school safe, not to educate students. If the school is saying that the student assaulted a school police officer, you can argue that the police officer is not ""educational staff.""   If you have questions, please call the EdLaw Project intake line at  617-910-5829. 
                                                 Would you like to include that in your complaint?                               						Pop-up: School Police Officers are often called School Resource Officers or SRO's. School Police Officers, School Resource Officers and SRO's are all the same thing. ",
28,Process,Flowchart Shapes,2,,,,,,,,"Okay, we'll move on to the next section.",
29,Process,Flowchart Shapes,2,,,,,,,,"You said that the school is trying to punish the student for assaulting ""educational staff."" But that the staff member invovled is a police officer.    We recommend you include this paragraph in your complaint:“The school is moving to discipline the student for assaulting a member of the school’s educational staff, however the incident involved the student and a police officer, who is not educational staff as defined by MGL c.37H.  Therefore the school is improperly moving to discipline the student under 37H for alleged conduct that doesn’t fall within the offenses in 71 MGL s.37H.”  In the box below explain what happened.                                        ",
30,Process,Flowchart Shapes,2,,,,,,,,"Okay, we'll move on to the next section.",
31,Process,Flowchart Shapes,2,,,,,,,," Hearing Notice Students have certain rights that must be followed before the school can suspend or expel them. The student has a right to a meeting / hearing with the principal. Before the hearing happens, the school must send the student and the family a letter or email telling them about the hearing, including date and time.  This is called “notice.” The notice must be in writing, it is not enough for the principal to just tell the family about the hearing in person or over the phone.
                                                                   Did the school send a letter or email to the student and family about the meeting?",
32,Process,Flowchart Shapes,2,,,,,,,,You said that the school did not send the family a letter or email about the hearing before the hearing happened. This is a violation of the student’s rights. Would you like to include that concern in your complaint?,
33,Process,Flowchart Shapes,2,,,,,,,,"Okay, we'll move on to the next section.",
34,Process,Flowchart Shapes,2,,,,,,,,"You said that the school did not send the family a letter or email about the hearing. This is a violation of the student’s rights.   We recommend you include this paragraph in your complaint:“	
“The Principal failed to send notice to the student of a disciplinary hearing when they moved to exclude the student under chapter 37H”   In the box below explain what happened. Include any information you have about how the student found out they were being suspended or expelled. If you or the student's family missed the hearing because you didn't know about it make sure to include that.   Press next when you're ready to move on to the next section.",
35,Process,Flowchart Shapes,2,,,,,,,,"Next we're going to go through the information that the school has to include in the notice. If you have a copy of the notice, it may be helpful to take it out to reference while you're answering these questions.",
36,Process,Flowchart Shapes,2,,,,,,,,"The notice has to include information about the student's rights at the hearing, including that they have the right to present evidence and witnesses.    pop up: what does ""present evidence and witnesses"" mean? inside the pop up: ""Present evidence"" means they can show the principal anything that supports their side of the story.   ""Present witnesses"" means they can have other people come to the hearing if they can support the student's side of the story.    Did the letter say that the student had the right to present evidence and witnesses at the hearing? ",
37,Process,Flowchart Shapes,2,,,,,,,,"The notice has to say that the student has the right to bring an attorney at the family's expense.    This means that the school can't prevent an attorney from being at the hearing, if the family has one.  Did the letter say that the student had the right to bring an attorney to the hearing?",
38,Process,Flowchart Shapes,2,,,,,,,,You identified a problem with the notice.  We'll ask more questions about that at the end of this section. Press next to continue. ,
39,Process,Flowchart Shapes,2,,,,,,,,You identified a problem with the notice.  We'll ask more questions about that at the end of this section. Press next to continue. ,
40,Process,Flowchart Shapes,2,,,,,,,,"Those are all the notice requirements.    If they've identified any concerns: You identified problem(s) related to the notice.  Do you want to include those problems in your complaint?  If they haven't identified any concerns in this section:  You haven't identified a problem with a requirement included in this guide.  If you have concerns about the school's communication about the hearing, you should still include them in the complaint.    Would you like to describe any concerns to include in your complaint?",
41,Process,Flowchart Shapes,2,,,,,,,,END OF SECTION PAGE,
42,Process,Flowchart Shapes,2,,,,,,,,"Plain Language: You identified that the notice didn't say that the student had the right to present evidence and witnesses at the hearing.  Legal Language: The Principal failed to send appropriate notice to the student of a disciplinary hearing when they moved to exclude the student under chapter 37H, because the notice did not include the student's right to present evidence and witnesses at the hearing.”   Prompts: Provide more details in the box below.    Pop up: What should I include In the pop up: Include anything that happened because the notice didn’t include the information about the student’s rights.  If you would have been more prepared for the hearing if you knew that the student had those rights, include that information.",
43,Process,Flowchart Shapes,2,,,,,,,,"Plain Language: You identified that the notice didn't say that the student had the right to present evidence and witnesses at the hearing.  Legal Language: The Principal failed to send appropriate notice to the student of a disciplinary hearing when they moved to exclude the student under chapter 37H, because the notice did not include the student's right to bring an attorney to the hearing.”   Prompts: Provide more details in the box below.  Include anything that happened because you didn't get that information.    pop up: What should I include?  in the pop up: Would you have brought an attorney if you knew you could?  Would that information have made you understand the seriousness of the situation? ",
44,Process,Flowchart Shapes,2,,,,,,,,"Hearing Now we're going to go through some questions about the hearing.    Did the principal have the hearing, or a meeting to discuss the potential suspension or expulsion?",
45,Process,Flowchart Shapes,2,,,,,,,,You identified that the principal didn't have a hearing.  Would you like to include that in your complaint?,
46,Process,Flowchart Shapes,2,,,,,,,,"You identified that the principal didn't have a hearing.    This language will identify that problem in your complaint: ""the principal excluded the student under 37H without holding a hearing""  In the box below, describe what happened in detail:  Pop up: what should I include? In the pop up: The details you include will depend on your situation, but these are some questions you may want to answer:   How did you find out that the school decided to suspend or expel the student? Did the principal ever tell you why they made the decision to suspend or expel the student? Did you ask to have a meeting, or reach out to the school and yet they still didn't hold a hearing? Is the student frustrated because they never got to share their side of the story? WANT TO BE CLEAR IT'S NOT THE FAMILIES JOB TO ASK, IT'S JUST EXTRA EGREGIOUS IF THEY DID. ALSO WANT TO BE CLEAR THAT JUST HAVING THE STUDENT TELL THE PRINICPAL WHAT HAPPENED IN THE HALLWAY OR SOMETHING SIMILAR IS NOT ENOUGH.  ",
47,Process,Flowchart Shapes,2,,,,,,,,"Okay, we'll move on to the next section. ",
48,Process,Flowchart Shapes,2,,,,,,,,"if the family has an advocate or attorney, the student has the right to have that person at the hearing. This means that the school can't prevent an advocate from coming to the meeting if the family brings one. It also means that the school has to be reasonable in scheduling the hearing so the advocate can come.  Did the student try to bring an attorney or other advocate to the hearing?",
49,Process,Flowchart Shapes,2,,,,,,,,Did the school allow the student's attorney or advocate to come to the hearing?,
50,Process,Flowchart Shapes,2,,,,,,,,You identified a problem with the hearing.  We'll ask more questions about that at the end of this section.,
51,Process,Flowchart Shapes,2,,,,,,,,"The student has the right to present evidence and witnesses at the hearing.  ""Present evidence"" means they can show the principal anything that supports their side of the story.    ""Present witnesses"" means they can have other people come to the hearing if they can support the student's side of the story.    Was the student able to present evidence and witnesses at the hearing? Question for marlies: do we want to add something about whether or not it was the principal or someone else?  Answer from Marlies - I don't think we need to - I feel like there is enough of a catch all that says if your concerns weren't addressed, call the helpline.",
52,Process,Flowchart Shapes,2,,,,,,,,Did anything else stop the student from telling their side of the story at the hearing?,
53,Process,Flowchart Shapes,2,,,,,,,,You identified a problem with the hearing.  We'll ask more questions about that at the end of this section.,
54,Process,Flowchart Shapes,2,,,,,,,,"Plain Language: you identified that the student tried to bring an attorney to the hearing, but the school didn't let them.   Legal language: The student was not afforded the right to representation at a hearing with the principal pursuant to 71 MGL s.37H  Prompt questions:  In the box below, describe what happened in detail.  How did the school prevent the attorney from coming to the hearing? ",
55,Sticky Note,Standard,2,,,,,,,,In 37H the part about the principals hearing says representation and the superintendents hearing says right to counsel.  I put the first one as atty or other advocate ,
56,Process,Flowchart Shapes,2,,,,,,,,"Plain Language: you identified that the student wasn't able to present evidence and witnesses at the hearing.  Legal language: The student was not afforded the right to present evidence and witnesses at a hearing with the principal pursuant to MGL c.71 s.37H  Prompt questions:  In the box below, describe what happened in detail.  How did the principal prevent the student from presenting evidence and witnesses?  Was there specific evidence the student wanted to show the principal? Were there specific witnesses the student wanted to bring to the hearing?  Note: This can be more complicated if the witness the student wanted to bring was another student.  We recommend you call the EdLaw Project Help-line at 617-910-5829 to discuss this.",
57,Process,Flowchart Shapes,2,,,,,,,,"Plain Language: you identified that the student wasn't able to tell their side of the story at the hearing.  Legal language: The principal did not hold an appropriate hearing pursuant to MGL c.71 s.37H.  Prompt questions:  In the box below, describe what happened at the hearing in detail.  What prevented the student from telling their side of the story? ",
58,Process,Flowchart Shapes,2,,,,,,,,"Those are all the hearing requirements.    If they've identified any concerns: You identified problem(s) related to the notice.  Do you want to include those problems in your complaint? i think it may be clearer to do one at a time? people may not remember what they clicked?  If they haven't identified any concerns in this section:  You haven't identified a problem of a requirement included in this guide.  If you have problems about the school's communication about the hearing, you should still include them in the complaint.    Would you like to describe any problems to include in your complaint?  If you are not sure, call the EdLaw Project intake line at 617-910-5829 for help.",
59,Process,Flowchart Shapes,2,,,,,,,,END OF SECTION PAGE,
60,Process,Flowchart Shapes,2,,,,,,,,"Okay, we'll move on to the next section.",
61,Process,Flowchart Shapes,2,,,,,,,,"Appeal If the school decided to expel the student, the student has the right to appeal their decision to the School District's superintendent.    Pop up: What is an ""appeal""? Inside the pop up: An ""appeal"" means that the student has the right to have the superintendent review the principal's decision.  If the student requests an appeal, they'll have another hearing with the superintendent where the superintendent decides whether or not they agree with the principal's decision.  The superintendent can change or reverse the principal's decision if they don't agree with it.    Was the student expelled?   pop-up: what does that mean?  inside the pop-up: ""Expelled"" means excluded from school for over 90 days. An expulsion can also mean that the student is excluded from school indefinitely, or permanently.",
62,Process,Flowchart Shapes,2,,,,,,,,"To appeal the principal's decision, the student has 10 days from the date they're expelled to tell the superintendent they want to appeal.  Did the student request an appeal within 10 days?",
63,Process,Flowchart Shapes,2,,,,,,,,"Once the student requests an appeal, the superintendent has to schedule a hearing on the appeal.  Did the superintendent have the  hearing?",
64,Process,Flowchart Shapes,2,,,,,,,,The appeal has to actually be with the superintendent.  The superintendent can't send someone else to run the hearing.  Was the hearing with the superintendent?,
65,Sticky Note,Standard,2,,,,,,,,Any ideas about how to explain how to find who the superintendent is if they're not sure?,
66,Process,Flowchart Shapes,2,,,,,,,,"The student has the right to bring an attorney to the hearing, if their family pays for it.    Did the student hire an attorney to bring to the hearing?",
67,Process,Flowchart Shapes,2,,,,,,,,"The superintendent had to allow the attorney to attend the hearing, and has to be reasonable in scheduling the hearing so that the attorney can come.  Was the attorney able to attend the hearing?",
68,Process,Flowchart Shapes,2,,,,,,,,"During the appeal, the superintendent can look at the record from the hearing with the principal, but they can't rely on that record to make their decision.  The superintendent has to do the hearing from the beginning -- the student must be able to tell their side of the story, present evidence, and present witnesses again.    Did the superintendent conduct a full hearing from the beginning?",
69,Process,Flowchart Shapes,2,,,,,,,,"Did the superintendent base their decision on what happened at the hearing with the principal instead?  options are Y/N/No, the superintendent didn't rely on the principal's decision, but the student didn't get to tell their side of the story, present evidence, or present witnesses)",
70,Process,Flowchart Shapes,2,,,,,,,,You identified a problem with the appeal.  We'll ask more questions about that at the end of this section.,
71,Process,Flowchart Shapes,2,,,,,,,,You identified a problem with the appeal.  We'll ask more questions about that at the end of this section.,
72,Process,Flowchart Shapes,2,,,,,,,,"Those are all the requirements for the appeal.  If they've identified any concerns: You identified problem(s) related to the appeal.  Do you want to include those concerns in your complaint?  If they haven't identified any concerns in this section:  You haven't identified a problem with a requirement included in this guide.  If you have concerns about the school's communication about the hearing, you should still include them in the complaint.    Would you like to describe any concerns to include in your complaint?",
73,Process,Flowchart Shapes,2,,,,,,,,END OF SECTION PAGE,
74,Process,Flowchart Shapes,2,,,,,,,,Was the student expelled less than 10 days ago? ,
75,Process,Flowchart Shapes,2,,,,,,,,You identified a problem with the appeal hearing.  We'll ask more questions about that at the end of this section.,
76,Process,Flowchart Shapes,2,,,,,,,,You identified a problem with the appeal.  We'll ask more questions about that at the end of this section.,
77,Process,Flowchart Shapes,2,,,,,,,,"You identified that the student requested an appeal, but the superintendent hasn't held a hearing.  Would you like to include that in your complaint?",
78,Process,Flowchart Shapes,2,,,,,,,,"You identified that the student requested an appeal, but the superintendent hasn't held a hearing.  This language will identify that in your complaint: ""The Superintendent failed to hold a hearing following the Student's request for an appeal of an expulsion pursuant to MGL c.71 s37H""  In the box below, explain what happened in detail.  Pop-up: what should I include? Inside the pop-up: describe everything that happened after the student requested the appeal.  Did the superintendent's office respond to the request at all? Have you or the student followed up on the request? ",
79,Process,Flowchart Shapes,2,,,,,,,,"You identified that the superintendent didn't conduct the appeal.    This langauge will identify that in your complaint: ""The superintendent delegated an appeal of a 37H expulsion hearing. The appeal may not be delegated.    In the box below, describe what happened.  Who was the meeting with? Did the superintendent give any reason why they weren't at the meeting? ",
80,Process,Flowchart Shapes,2,,,,,,,,"You identified that the student's attorney wasn't able to come to the appeal.  This langauge will identify that in your complaint: ""The student was not afforded the right to counsel at the appeal of the 37H hearing.""  In the box below, describe what happened.  How did the superintendent prevent the attorney from coming to the meeting?",
81,Process,Flowchart Shapes,2,,,,,,,,"You identified that the superintendent relied on the principal's decision instead of having a new hearing from the beginning.  This langauge will identify that in your complaint: ""The superintendent did not review the principal's decision to expel the student under 37H de novo, the standard of review required by 37H.""  In the box below, describe what happened at the hearing. ",
82,Process,Flowchart Shapes,2,,,,,,,,"You identified that the student didn't get to tell their side of the story and present evidence and witnesses at the appeal.  This language will identify that in your complaint: ""The superintendent failed to conduct an appropriate appeal of an expulsion hearing pursuant to 37H.  In the box below, describe what happened at the hearing. ",
83,Process,Flowchart Shapes,2,,,,,,,,"Right to Continue Education  Next, we're going to go through the student's right to continue their education while they're out of school.  The student has the right to continue doing work and earning credits while they're out of school.    When the school decided to suspend or expel the student, did the school tell you that would the student be able to continue earning credits?  ",
84,Process,Flowchart Shapes,2,,,,,,,,You identified a problem with the school's communication.  We'll ask more questions about that at the end of this section. ,
85,Process,Flowchart Shapes,2,,,,,,,,"Students who are suspended for more than 10 days also have the right to get alternative education services.    Pop up: What does that mean? inside the pop up: ""alternative education services"" are options like tutoring, placement at a different school, Saturday school, or online learning, that a school offers to help a student continue their education while they're out of school.  When the school decides to suspend or expel a student, they have to tell you about the student's right to education services in a letter or email (not over the phone or in person).  Did the school send you a letter or email that told you the student could get education services? ",
86,Process,Flowchart Shapes,2,,,,,,,,"The letter or email has to be in English and in your primary language, if your primary language isn't English.    Did the school send the letter or email in English and in your primary language?   (Yes/N/My primary language is English)",
87,Process,Flowchart Shapes,2,,,,,,,,The school has to provide at least two options for alternative education services.    Did the letter include at least two alternative education services that the student could choose from?  ,
88,Process,Flowchart Shapes,2,,,,,,,,Did the student choose an alternative education service option? ,
89,Process,Flowchart Shapes,2,,,,,,,,"Was the student able to enroll in the option they chose?   pop up: What does this mean?  inside the pop up: the school district has to make sure the student is able to actually start doing the education service they choose.  For example, if the school offered tutoring as an education service, and the student chooses tutoring, the District has to make sure that the student knows how to sign up for tutoring.",
90,Process,Flowchart Shapes,2,,,,,,,,You identified a problem with the the student's academic progress during the suspension.  We'll ask more questions about that at the end of this section. ,
91,Process,Flowchart Shapes,2,,,,,,,,You identified a problem with the school's communication.  We'll ask more questions about that at the end of this section. ,
92,Process,Flowchart Shapes,2,,,,,,,,You identified a problem.  We'll ask more questions about that at the end of this section. ,
93,Process,Flowchart Shapes,2,,,,,,,,You identified a problem.  We'll ask more questions about that at the end of this section. ,
94,Process,Flowchart Shapes,2,,,,,,,,Plain language: You identified that the school didn't tell the student they would be able to continue earning credits while they were out of school.    Legal Language:  “The School District failed to notify the student and parent of the opportunity to make academic progress while they were out of school due to discipline issued pursuant to 37H.”   Prompts: Explain what happened.    pop up: what should I include:  Inside: Did the student ever find out that they would be able to earn credits? Did the student miss any opportunities to earn credits becuase they didn't know about them?,
95,Process,Flowchart Shapes,2,,,,,,,,Plain language: You identified that the student wasn't able to make progress in their education while they were out of school.  Legal Language:  “The School District failed to give the student the opportunity to make academic progress while they were out of school due to discipline issued pursuant to 37H.”   Prompts: Explain in detail why the student wasn't able to do work and earn credits in the box below.,
96,Process,Flowchart Shapes,2,,,,,,,,Has the student actually been able to complete work and earn credits while out of school? ,
97,Process,Flowchart Shapes,2,,,,,,,,"Plain language: You identified that the school didn't send you a letter or email to tell you that the student could get education services while they're out of school.  Legal Language:  “The principal failed to notify the student and parent about the student's right to alternative education services while the student was out of school due to discipline issued pursuant to 37H.  603 CMR 53.13(4)(a) requires that the principal notify the student and the parent of the opportunity to receive education services at the time the student is expelled or placed on long-term suspension.”   Prompts: In the box below, explain what happened in detail.    Pop up: what should I include:  Inside the pop up: Did you ever find out about education services? What happened because the school didn't tell you about them? ",
98,Process,Flowchart Shapes,2,,,,,,,,"Plain language: You identified that the school didn't send the letter about alternative education services in your primary language.  Legal Language:  “The School District failed to give the student the opportunity to make academic progress while they were out of school due to discipline issued pursuant to 37H. 603 CMR 53.13(4)(a) requires that the principal send notice of the opportunity to receive education services in English and in the primary language of the home.""  Prompts: Explain what happened, when you got the notice in the wrong language, and include what your primary language is. ",
99,Process,Flowchart Shapes,2,,,,,,,,"Plain language: You identified that the school didn't give the student at least two educational services to choose from.    Legal Language:  ""The notice of the opportunity to receive education services during a period of exclusion due to discipline issued pursuant to 37H did not include a list of the specific education services available to the student, as is required by 603 CMR 53.13(4)(a)""  Prompts: Explain what was in the notice, and what happened because the required information was missing.",
100,Process,Flowchart Shapes,2,,,,,,,,Did the letter about the education services tell the student who to contact if they had questions about the services? ,
101,Process,Flowchart Shapes,2,,,,,,,,You identified a problem.  We'll ask more questions about that at the end of this section. ,
102,Process,Flowchart Shapes,2,,,,,,,,"Plain language: You identified that the letter about education services didn't include a person to contact with questions about the services.  Legal Language:  ""The notice of the opportunity to receive education services during a period of exclusion due to discipline issued pursuant to 37H did not include contact information for a school district staff member who could provide more detailed information about the services,as is required by 603 CMR 53.13(4)(a)""  Prompts: Explain what happened because the required information was missing.  If the student had questions, or didn't understand what the school meant by ""alternative education services,"" include that information.",
103,Process,Flowchart Shapes,2,,,,,,,,"Plain language: You identified that the letter about education services didn't include a person to contact with questions about the services.  Legal Language:  ""The principal failed to arrange for the education service that the student selected. 603 CMR 53.13 requires that the school-wide education service plan contain the process for arranding for such services.""  Prompts: Explain in detail why the student wasn't able to start the academic services.  ",
104,Process,Flowchart Shapes,2,,,,,,,,"Those are all the requirements for the academic progress and education services..  If they've identified any concerns: You identified problem(s) related to the appeal.  Do you want to include those concerns in your complaint?  If they haven't identified any concerns in this section:  You haven't identified a problem with a requirement included in this guide.  If you have concerns about the school's communication about the hearing, you should still include them in the complaint.    Would you like to describe any concerns to include in your complaint?",
105,Process,Flowchart Shapes,2,,,,,,,,END OF SECTION PAGE,
106,PDA,Cisco Network Icons,2,,,,,,,,,
107,PDA,Cisco Network Icons,2,,,,,,,,,
108,PDA,Cisco Network Icons,2,,,,,,,,,
109,PDA,Cisco Network Icons,2,,,,,,,,,
110,PDA,Cisco Network Icons,2,,,,,,,,,
111,PDA,Cisco Network Icons,2,,,,,,,,,
112,PDA,Cisco Network Icons,2,,,,,,,,,
113,Process,Flowchart Shapes,2,,,,,,,,"This might not be the ride guide for you. Try one of the other guides, or call the Edlaw helpline if you're not sure what guide is best for you.",
114,Process,Flowchart Shapes,2,,,,,,,,"Okay, we'll move on to the next section.",
115,Sticky Note,Standard,2,,,,,,,,when do they find out about the right to appeal? should there be an option for if they didn't know they could?   If they're within the ten days should they call the helpline? Request the appeal? Is there a sample letter to link to?,
116,Process,Flowchart Shapes,2,,,,,,,,Process,
117,Note,Sticky Notes,2,,,,,,,,"not sure what to put here -- should there be a section where they can describe why not, or should we just skip the rest of this section?",
118,Process,Flowchart Shapes,2,,,,,,,,"Did the school tell you that the student could receive services at all, even if it wasn't in a letter?",
119,Process,Flowchart Shapes,2,,,,,,,,You identified that the school never told you that the student could receive alternative education services.  Would you like to include that in your complaint? ,
120,Process,Flowchart Shapes,2,,,,,,,,"Okay, we'll move on to the next section.",
121,Process,Flowchart Shapes,2,,,,,,,,"You identified that the school never told you that the student could receive alternative education services.  Would you like to include that in your complaint?   This language will identify that concern in your complaint: “The principal failed to notify the student and parent about the student's right to alternative education services while the student was out of school due to discipline issued pursuant to 37H.  603 CMR 53.13(4)(a) requires that the principal notify the student and the parent of the opportunity to receive education services at the time the student is expelled or placed on long-term suspension.”   In the box below, add details about what happened, and what the student is doing without the services.",
122,Process,Flowchart Shapes,2,,,,,,,,You identified a problem with the school's communication about the services.  We'll ask more about that at the end of this section.,
123,Process,Flowchart Shapes,2,,,,,,,,Does the student have a disability that the school knows about?  Pop up: What does this mean? Inside the pop up: the student has a disability that the school knows about if any of these apply to the student:  - they get special education services through an IEP or 504 plan  - someone has requested that the school do a special education evaluation for the student,
124,Process,Flowchart Shapes,2,,,,,,,,MDR,
125,Process,Flowchart Shapes,2,,,,,,,,END OF CONCERNS SECTION PAGE,
126,Note,Sticky Notes,2,,,,,,,,Is there anything else that makes the school know?,
